,overall,verified,reviewerID,reviewerName,reviewText,summary,preprocessed_text,ResultadoHF,Sentiment,Score
1003,5.0,True,A1VELNRW7IV33W,Steven Wilkins,"Condarman is one of Disney's more brilliant films in the last few decades. The story has the taste of Peter Sellers classic ""Pink Panther"" movies and that special ""80's"" movie magic that hollywood hasn't been able to replicant since.

Superhero films are big in Hollywood right now, though I doubt they'd make a reboot of this movie a part of me is glad they won't. This classic can hold it's own without the need for any blockbuster A-lister or CGI effects.

Buy it. Watch it. Love it. Thank me afterwards.",Gotta have it!,condarman one disney brilliant films last decades story taste peter sellers classic pink panther movies special movie magic hollywood able replicant since superhero films big hollywood right though doubt make reboot movie part glad wo classic hold without need blockbuster cgi effects buy watch love thank afterwards," POSITIVE,  0.9998382329940796", Positivo,  0.9998382329940796
1004,1.0,True,A19ZLMZR8Y517Y,Amazon Customer,"I thought I buying a copy and not paying a ten dollars for a playing of condor man.  It's a good movie but not that good.  Besides I have a
copy on vhs. Sorry I messed up.  I will give it one star because of the price.",I guess I didn't read what I was doing!,thought buying copy paying ten dollars playing condor man good movie good besides copy vhs sorry messed give one star price," NEGATIVE,  0.9990160465240479", Negative,  0.9990160465240479
1005,4.0,True,ASWG8EJHCWPKC,Robert E. Allen,"I gave it four stars, what else is important? This whole idea that you MUST add words to a review makes me not want to bother.",Good Flick,gave four stars else important whole idea must add words review makes want bother," POSITIVE,  0.9957115650177002", Positivo,  0.9957115650177002
1006,5.0,True,A3MGWN066NOFDZ,CHAD H COLE,"This movie is corny and just fun. With improved technology of today, I would love to see a remake. A comic book comes to life.",Fun!,movie corny fun improved technology today would love see remake comic book comes life," POSITIVE,  0.9996864795684814", Positivo,  0.9996864795684814
1007,4.0,True,A3PN2EEYZBLH34,Scooch,"I loved this as a kid and i still manage a few laughs now. It is a pretty cheesy movie but I guess I  like a bit of cheese.
I hear they are making a new movie of this and I am sure it will be action packed.
The story is ok, Michael Crawfords American accent is terrible but  I just keep coming back to watch it.
I did like the gagets and the disguises - funny.",Throwback Thursday,loved kid still manage laughs pretty cheesy movie guess like bit cheese hear making new movie sure action packed story ok michael crawfords american accent terrible keep coming back watch like gagets disguises funny," POSITIVE,  0.9995194673538208", Positivo,  0.9995194673538208
1008,5.0,True,A3SC2L1PEQZU94,Legolover,I have not been able to purchase this movie yet. I rented the movie to watch since I grew up with it. I absolutely love the movie and wish I could find it for a cheaper price. I hope it will be released on Blu-ray. Will rent again if still available sometime.,I only rented the movie,able purchase movie yet rented movie watch since grew absolutely love movie wish could find cheaper price hope released rent still available sometime," POSITIVE,  0.9701744914054871", Positivo,  0.9701744914054871
1009,5.0,True,ADGR3XB512CM1,L. Catt,"I'm buying classic moves.  I remember this from long ago and since I liked it then, I bought it so others could watch it.",Superhero comedy,buying classic moves remember long ago since liked bought others could watch," POSITIVE,  0.9964839220046997", Positivo,  0.9964839220046997
1011,5.0,True,A38OROMVMATYOG,William J. Stringer,One of my favorite movies of my youth. It was one that the whole family enjoyed. A good movie to take me back.,Condorman The Wonderful World of Disney DVD,one favorite movies youth one whole family enjoyed good movie take back," POSITIVE,  0.9998769760131836", Positivo,  0.9998769760131836
1014,5.0,True,A3FFRDN3PV5L7P,Michael Altamirano,A movie from my childhood. I saw this all the time. Its alittle cheesy but still holds up as a great movie.,It ain't Superman,movie childhood saw time alittle cheesy still holds great movie," POSITIVE,  0.9997569918632507", Positivo,  0.9997569918632507
1015,5.0,True,AFLZ2D68GKI9B,Puyailee,"Having seen the movie years ago, I was pleasantly surprised to see it in DVD.  DVD was in excellent condition but movie itself could have been clearer but that may be due to the technology used at the time of filming.",Pleasant memorable movie,seen movie years ago pleasantly surprised see dvd dvd excellent condition movie could clearer may due technology used time filming," POSITIVE,  0.8030589818954468", Positivo,  0.8030589818954468
1017,3.0,False,A1JH4GG8V2OG11,Rita Richardson,"I rented the film for $1.99 because I found the sale price way too high.  It's a charming, funny, lighthearted spoof of the secret agent genre.  I'm a big Michael Crawford fan and this is the only work available where he's not lost in the character like Forum or Dolly. I wish he'd done more film work post-Phantom of the Opera. He has a true gift for comedy.",Great Spoof,rented film found sale price way high charming funny lighthearted spoof secret agent genre big michael crawford fan work available lost character like forum dolly wish done film work opera true gift comedy," POSITIVE,  0.9983450174331665", Positivo,  0.9983450174331665
1019,5.0,True,AVDUZMUU6LO0W,Larry D. Zmolik,"great, clean 4 the whole family. any adult that liked the old pink panther movies will like this as well.",condorman,great clean whole family adult liked old pink panther movies like well," POSITIVE,  0.9998160004615784", Positivo,  0.9998160004615784
1023,4.0,True,A3VU7CP3MHLEF1,Thomas Lee Mullins,It is a great movie. I really enjoyed it. It has some humorous parts too. I think it is a movie everyone could enjoy.,fun spy type movie,great movie really enjoyed humorous parts think movie everyone could enjoy," POSITIVE,  0.9998693466186523", Positivo,  0.9998693466186523
1025,5.0,False,A2OL2X9S0UL0XY,Dan,"i love this movie, my second fav old video.

fast car chases, cool car gadgets, and a good sense

of humor. tops james bond any day....",this is an awsome movie,love movie second fav old video fast car chases cool car gadgets good sense humor tops james bond day," POSITIVE,  0.9998798370361328", Positivo,  0.9998798370361328
1028,5.0,True,A1XN6MBYDBTX16,Rosella Ann  Myles,This is defintly a movie that the whole family will enjoy. Michael Crawford is just wonderful in it. I highly recommend this film. I'd give it ten stars if I could.,A splendid film!,defintly movie whole family enjoy michael crawford wonderful highly recommend film give ten stars could," POSITIVE,  0.9998888969421387", Positivo,  0.9998888969421387
1036,4.0,False,A1V62VJ7U3X0DM,J. Jamakaya,"I agree with the previous reviewer that the preview is stupid; it's actually the first 2 mins and credits of the film.  However, I have seen the full movie several times and I think this is an outstanding version of ""Great Expectations."" The final scene really packed an emotional wallop for me, unlike some of the other versions. Good cast, classy production.",Weak preview for good movie,agree previous reviewer preview stupid actually first mins credits film however seen full movie several times think outstanding version great expectations final scene really packed emotional wallop unlike versions good cast classy production," POSITIVE,  0.998599112033844", Positivo,  0.998599112033844
1037,5.0,True,A39C7D6BTAFPC5,Barbara D. Zambrana,"I am thrilled to have found this version of ""Great Expectations"".I am a big fan of Charles Dickens - and of Ioan Guffudd, and I found it at Amazon.com",I'm glad I found it,thrilled found version great expectations big fan charles dickens ioan guffudd found," POSITIVE,  0.9993054866790771", Positivo,  0.9993054866790771
1052,4.0,False,A3EVTOTQ993XS1,P. Hall,"of this version of the classic.  So dark and mysterious yet the costuming was lush and beautiful.  It felt a bit rushed at some points, but the character portrayals were extremely well done.  Highly recommend this one with Great Expectations.",I had Great Expectations...,version classic dark mysterious yet costuming lush beautiful felt bit rushed points character portrayals extremely well done highly recommend one great expectations," POSITIVE,  0.9998185038566589", Positivo,  0.9998185038566589
1053,4.0,True,A2GS3FJS602G1S,GFORCE,"Filmed well , but not realistic! The two protagonist would of killed each other @ the start!",Entertaining but a fantasy!,filmed well realistic two protagonist would killed start," NEGATIVE,  0.9828222393989563", Negative,  0.9828222393989563
1054,5.0,True,A1FEM0RA4M87GV,Brian Lee Hart,"A US and a Japanese soldier were marooned together on a Pacific Island . Only these 2 soldiers are in this WWII flick.
It is well done and filled with excitement. I know you will like it as I did.",You can't go wrong here.,us japanese soldier marooned together pacific island soldiers wwii flick well done filled excitement know like," POSITIVE,  0.9998082518577576", Positivo,  0.9998082518577576
1055,5.0,True,A18CY4417OESN5,J. Fletcher,2 great actors,Five Stars,great actors," POSITIVE,  0.9997467398643494", Positivo,  0.9997467398643494
1058,5.0,True,A4VARZQGVZO00,Thomas J. Ritter,as expected.,Five Stars,expected," NEGATIVE,  0.9083644151687622", Negative,  0.9083644151687622
1059,5.0,True,A3AJSON8SXXBX5,vernon egolf,Hell in the Pacific staring Lee Marvin and TosHiro Mifune there are only two actors in this movie but they are great its a wonderful movie witch proves if these two can get along any body can excellent Blu-ray.,Hell in the Pacific,hell pacific staring lee marvin toshiro mifune two actors movie great wonderful movie witch proves two get along body excellent," POSITIVE,  0.999678373336792", Positivo,  0.999678373336792
1061,3.0,True,AE3SC1KGTRWPL,terry w.,one of the best movies I've ever seen. this DVD was grainier than the original movie.,a fair reproduction.,one best movies ever seen dvd grainier original movie," POSITIVE,  0.9992737174034119", Positivo,  0.9992737174034119
1062,4.0,True,A3VFE52RMXN3G7,Markie Mark,"Definitely a strange movie.  Being a Lee Marvin fan I still thoroughly enjoyed it. The character development between
the 2 soldiers was great.  The ending had me wondering.  After watching I researched and read several reviews and
learned about the alternate endings. That kind of helped me understand the movie better as I wasn't the only one
that had mixed emotions about how it ended.",Being a Lee Marvin fan I still thoroughly enjoyed it. The character development between the 2 soldiers ...,definitely strange movie lee marvin fan still thoroughly enjoyed character development soldiers great ending wondering watching researched read several reviews learned alternate endings kind helped understand movie better one mixed emotions ended," POSITIVE,  0.9996479749679565", Positivo,  0.9996479749679565
1063,5.0,True,A3GUTTWA3FLJ2G,Digity Dog,great,Five Stars,great," POSITIVE,  0.9998630285263062", Positivo,  0.9998630285263062
1064,5.0,True,A3R6AQIN43ARJ4,C.C.,"One of my father's and mine favorite movies, but none of my friends agrees!",Very good conditions.,one father mine favorite movies none friends agrees," NEGATIVE,  0.9908819198608398", Negative,  0.9908819198608398
1065,3.0,True,A11SFETZTV37OE,KittyKat,This was not one of his better movies.  Kinda boring.  It was sent on time and in good condition.  I normally like Woody Allen movies.  Take the movie and run away.,JUST OK ONLY,one better movies kinda boring sent time good condition normally like woody allen movies take movie run away," NEGATIVE,  0.9973760843276978", Negative,  0.9973760843276978
1066,5.0,True,A1GB0HW46Y2EB,Bruce G. Taylor,"This the first Woody Allen I saw in a theater and still think it is vey nearly his funniest.  Some of the gags have their origin in his standup comedy repertoire.  In his routine he jokes about how five inmates chained at the ankles snuck past the guard posing as an immense charm bracelet.

The processing in blu-ray is excellent.",First Class Early Woody,first woody allen saw theater still think vey nearly funniest gags origin standup comedy repertoire routine jokes five inmates chained ankles snuck past guard posing immense charm bracelet processing excellent," POSITIVE,  0.9995038509368896", Positivo,  0.9995038509368896
1067,5.0,True,A2J1IBVM8XEM2,Joel G. Forman,Classic early Woody,classic,classic early woody," POSITIVE,  0.9994755387306213", Positivo,  0.9994755387306213
1068,2.0,False,A31FZDLHGXW9WS,Daniel Thomas,"I had fond memories of TTMAR. So I watched it for the first time in 30 years. Now I find the movie lacking. TTMAR is very funny at times but the romance part did nothing for me (the scenes seem reminiscent of other late 60's movies I haven't watched in some time either. A man and a woman, Two for the Road?) and the gags are both too erratic and too far in between.","""I got away with 116 veal cutlets.""",fond memories ttmar watched first time years find movie lacking ttmar funny times romance part nothing scenes seem reminiscent late movies watched time either man woman two road gags erratic far," NEGATIVE,  0.9982234835624695", Negative,  0.9982234835624695
1070,5.0,True,A2I4ZB2773CMEA,Charles,"I remember this movie from the 1070's, it is so funny",Five Stars,remember movie funny," POSITIVE,  0.9997065663337708", Positivo,  0.9997065663337708
1071,5.0,True,AQ601H57WZ1KP,john kohler,great old movie,Five Stars,great old movie," POSITIVE,  0.9998670816421509", Positivo,  0.9998670816421509
1073,5.0,True,A3137L0MN5QQ1H,Valorie B Hockman,Epic film considering Marvin was wounded during his service in the Pacific as a marine. He was there and did that without treatment for PTSD,Epic film considering Marvin was wounded during his service in ...,epic film considering marvin wounded service pacific marine without treatment ptsd," POSITIVE,  0.976470947265625", Positivo,  0.976470947265625
1074,5.0,True,A1MAI6QUYOHI1D,Billy  Martin,Thanks,Five Stars,thanks," POSITIVE,  0.9998080134391785", Positivo,  0.9998080134391785
1076,5.0,True,A22T5RIQRQXHE0,RH MACY,A classic.,Five Stars,classic," POSITIVE,  0.999853253364563", Positivo,  0.999853253364563
1077,5.0,True,ABYZ4VIV01HXA,Gerald Kimmel,Love this movie. I read about the personal relationship that developed between these two actors during the making of the film and you can see it progress throughout the movie. Lee Marvin was a combat Marine in the Pacific during WWII and makes this a very realistic film.,Very well done and A Favorite Of Mine.,love movie read personal relationship developed two actors making film see progress throughout movie lee marvin combat marine pacific wwii makes realistic film," POSITIVE,  0.9998774528503418", Positivo,  0.9998774528503418
1078,5.0,True,A26QHW8S8PGU2V,Mark DeWeese,Best Woody Allen ever :),You'll laugh. Repeatedly,best woody allen ever," POSITIVE,  0.9998021721839905", Positivo,  0.9998021721839905
1079,5.0,True,A50SND7PI4UES,mike-t,Not surprised. Big fan of woody Allen. Good comedy and good acting. Highly recommend,Great film.,surprised big fan woody allen good comedy good acting highly recommend," POSITIVE,  0.999744713306427", Positivo,  0.999744713306427
1080,5.0,True,A9RJM6DWNJ61T,John P. Petrofski,By far the FUNNIEST Woody Allen movie ever made..,laff your ass off!,far funniest woody allen movie ever made," POSITIVE,  0.9998432397842407", Positivo,  0.9998432397842407
1081,5.0,True,A3UHO9K0E11K1H,Paul M. Hennessey,A classic. One of Woody's best!,One of Woody's best!,classic one woody best," POSITIVE,  0.9998620748519897", Positivo,  0.9998620748519897
1082,5.0,True,A35UB5OYDS7FF6,Alanus,I love everything Woody Allen does in the movies and this is just a great example. I hope he makes many more movies before he casts off this mortal coil we call ' life'!,Thanks Mr Allen.,love everything woody allen movies great example hope makes many movies casts mortal coil call life," POSITIVE,  0.999663233757019", Positivo,  0.999663233757019
1083,5.0,True,A2OQ0NATOYTZBR,Bill  K,GREAT BUY  . UNABLE TO FIND TAKE THE MONEY AND RUN ANYWHERE ELSE.,GREAT BUY. UNABLE TO FIND TAKE THE MONEY AND ...,great buy unable find take money run anywhere else," NEGATIVE,  0.9972835779190063", Negative,  0.9972835779190063
1084,5.0,True,A1MTZWXSL826PN,Tom Smith,I had a time follwing the plot in this movie and it seem that the movie didn't go anywhere,Five Stars,time follwing plot movie seem movie go anywhere," NEGATIVE,  0.9998117089271545", Negative,  0.9998117089271545
1085,5.0,True,A1WN3YRHH1MMNO,DAN PARKER,AWESOME!,Five Stars,awesome," POSITIVE,  0.9998664855957031", Positivo,  0.9998664855957031
1086,5.0,True,A2IF86L9ONA68Q,Larry Martel,A Christmas gift for my son. I'll probably never see it,Five Stars,christmas gift son probably never see," NEGATIVE,  0.888796865940094", Negative,  0.888796865940094
1088,5.0,True,A1ICNVM6ESU8OK,Susan Williams,AS expected,Five Stars,expected," NEGATIVE,  0.688876748085022", Negative,  0.688876748085022
1089,4.0,True,A2JX9AMQV8BYK,Big Al,good entertainment,Four Stars,good entertainment," POSITIVE,  0.9998654127120972", Positivo,  0.9998654127120972
1090,5.0,True,AGA5FPCOF06JK,SaleMaze,You won't stop laughing,Five Stars,wo stop laughing," POSITIVE,  0.9993858337402344", Positivo,  0.9993858337402344
1092,5.0,True,A3TJICNQW21JIY,W. Burk,Funney,Five Stars,funney," POSITIVE,  0.9996401071548462", Positivo,  0.9996401071548462
1093,5.0,True,A1MWWK06829V85,Jim Kenny,"Great seller, fast shipping and product just as described. Highly recommended.",Five Stars,great seller fast shipping product described highly recommended," POSITIVE,  0.9997848868370056", Positivo,  0.9997848868370056
1095,5.0,False,A1ML03LCJK9JBX,HCQ,"I bought this video specifically to see my all time favorite Scottish actor, Tony Curran, play the sinister serial killer, Emerson. I was not disappointed by any of the three episodes in this set, however. I recommend this video to any fan of cop drama and/or mysteries.","For the love of Tony Curran,",bought video specifically see time favorite scottish actor tony curran play sinister serial killer emerson disappointed three episodes set however recommend video fan cop drama mysteries," POSITIVE,  0.9990505576133728", Positivo,  0.9990505576133728
1096,4.0,True,A3PFTWEDBLERLU,Bluefootedboobie,Hell of a flick.,WWII fare,hell flick," NEGATIVE,  0.987393856048584", Negative,  0.987393856048584
1097,4.0,True,A2PVKL9A379MD5,Moogie,An interesting movie,Four Stars,interesting movie," POSITIVE,  0.9998724460601807", Positivo,  0.9998724460601807
1098,5.0,False,A4AEWGCN8VRDL,Thomas Baldino,"I remembered watching this movie years ago and loving it. It never came on TV much at all over the years, so I had to have the DVD. It is a great story told with very few words. It's amazing how entertaining it is without much speaking. Great acting by both men.",It is a great story told with very few words,remembered watching movie years ago loving never came tv much years dvd great story told words amazing entertaining without much speaking great acting men," POSITIVE,  0.999643087387085", Positivo,  0.999643087387085
1099,4.0,True,A3R2W6NBUIIXWM,Avid Reader,Fascinating film diverging from most war flicks in its presentation of the protagonists and their eventual grudging accommodation to their circumstances. Withheld a fifth star as I didn't like the ending.,Withheld a fifth star as I didn't like the ending,fascinating film diverging war flicks presentation protagonists eventual grudging accommodation circumstances withheld fifth star like ending," POSITIVE,  0.9966465830802917", Positivo,  0.9966465830802917
1100,5.0,True,A7H7NG4IXQX3X,Jerry Roberts,Very satisfied.,Five Stars,satisfied," POSITIVE,  0.9998176693916321", Positivo,  0.9998176693916321
1101,5.0,True,A1MOYUUJ44LEFL,John J. Wedrall,great movie!,Five Stars,great movie," POSITIVE,  0.9998645782470703", Positivo,  0.9998645782470703
1102,5.0,False,A1T72YCNR34IC7,Bonnie  D. Hussar,Lee Marvin & Actor  Toshiro Mifune  Are OUTSTANDING In This DRAMA.  They are Two Enemies Trapped Alone in a Desert Island.  BOTH Of Their Performances  were Well Etched/  A Searing Psychological Drama!!!!  A MUST SEE ON A VERY LARG SCREEN!!!  It Should Be Shown On an I-MAX Screen!!!!!!!!!,Lee Marvin & Actor Toshiro Mifune Are OUTSTANDING In This ...,lee marvin actor toshiro mifune outstanding drama two enemies trapped alone desert island performances well searing psychological drama must see larg screen shown screen," POSITIVE,  0.997346043586731", Positivo,  0.997346043586731
1103,5.0,True,AX1SD4VI2YV3P,Donald G. Smock,The incomparable Lee Marvin and the talented Toshiru Mifune star in the interesting WWII tale of an American GI and a Japanese soldier stranded together on an island in the South Pacific during WWII.,Classic Film & Great Story,incomparable lee marvin talented toshiru mifune star interesting wwii tale american gi japanese soldier stranded together island south pacific wwii," POSITIVE,  0.9992757439613342", Positivo,  0.9992757439613342
1104,5.0,True,APL7CJTT1X7AL,William Wagner,Great Woody Allan flick still going strong into the future,Five Stars,great woody allan flick still going strong future," POSITIVE,  0.9998218417167664", Positivo,  0.9998218417167664
1105,3.0,False,A1J03J0HZ7KU5T,Scott T. Rivers,"Woody Allen's uneven crime mockumentary marked his directorial debut. Despite its rough-edged quality, ""Take the Money and Run"" (1969) maintains a steady flow of visual and verbal humor. Allen successfully develops his comic persona in his first starring role. Even by today's standards, the film holds up better than most of Woody's recent output. Strangely out of print, the Anchor Bay DVD includes widescreen and full-screen versions.",Take the Laughs and Run,woody allen uneven crime mockumentary marked directorial debut despite quality take money run maintains steady flow visual verbal humor allen successfully develops comic persona first starring role even today standards film holds better woody recent output strangely print anchor bay dvd includes widescreen versions," POSITIVE,  0.9993031024932861", Positivo,  0.9993031024932861
1106,5.0,False,A32UGE5R6ILDP4,Meg,Classic slapstick humor movie by Woody Allen. Silly. Funny.,Silly and humorous,classic slapstick humor movie woody allen silly funny," POSITIVE,  0.9998399019241333", Positivo,  0.9998399019241333
1107,5.0,True,A3UOW72M9I78PH,Tuppy,Woody Allen's Take the Money and Run is one of my favorites amount his great movies.  It is hilarious!  I love it!,Take the Money & Run,woody allen take money run one favorites amount great movies hilarious love," POSITIVE,  0.9998893737792969", Positivo,  0.9998893737792969
1109,5.0,False,A3LYFRATW68EX1,will crow,"this movie is more than the sum of all the other films about world war two combined. it is a true classic. both men are superb and make us believe what has been said in the past: ""that all wars begin and end within the hearts of men.""",a class above,movie sum films world war two combined true classic men superb make us believe said past wars begin end within hearts men," POSITIVE,  0.9998772144317627", Positivo,  0.9998772144317627
1110,5.0,True,A2GKZY4234ZTES,Stan Kline,"Lee Marvin and Toshiro Mifune (you may remember him from Seven Samurai) with only one chance for survival, very entertaining.",It certainly is Hell,lee marvin toshiro mifune may remember seven samurai one chance survival entertaining," POSITIVE,  0.9986914992332458", Positivo,  0.9986914992332458
1111,4.0,True,A1B5VH79ZIKCC4,Joseph C. Martinak,"What's not to like? Except the ending...Jesus, who wrote that ending? Marvin a real Marine in WWII who actually killed Japanese on Guadalcanal as a 19 year old, played a total realistic part. Mifume, the greatest actor to ever come out of Japan plays a smart realistic soldier. I cannot add more that what others have written on here.",Marvin and Mifume!,like except ending jesus wrote ending marvin real marine wwii actually killed japanese guadalcanal year old played total realistic part mifume greatest actor ever come japan plays smart realistic soldier add others written," POSITIVE,  0.9963729381561279", Positivo,  0.9963729381561279
1113,5.0,True,A205MW5QVI4FDZ,sameadamson,This is an excellent movie if you are a lee Marvin fan you will like this overlooked movie. Good plot and makes good use of the area where they filmed from.,Great Lee Marvin movie,excellent movie lee marvin fan like overlooked movie good plot makes good use area filmed," POSITIVE,  0.9998410940170288", Positivo,  0.9998410940170288
1114,3.0,True,A34OD5GD02R6KN,R. Merck,This is an interesting take on a more personal view on warfare - as Lee Marvin was a marine in real life in WWII.,Different take on war - more personal,interesting take personal view warfare lee marvin marine real life wwii," POSITIVE,  0.9996602535247803", Positivo,  0.9996602535247803
1115,1.0,True,AC3UQD9LIG8XU,M Hanson,"Should make it clearer in the description that it won't play on any domestic player. Tried to cancel order just a few hours after sending but got it anyway.

Seller was fine, quick shipping and decent packing but what good is that if the item is not usable in this country. Should list these items in a separate section. Very disappointing. Have sent it back.",Won't work in US,make clearer description wo play domestic player tried cancel order hours sending got anyway seller fine quick shipping decent packing good item usable country list items separate section disappointing sent back," NEGATIVE,  0.9984448552131653", Negative,  0.9984448552131653
1117,5.0,True,A2U6N3OURY2I78,russell nusbickel,"Some may not agree that this was his best but I found it hysterical.
I found it pure fun as I don't remember it having any political or heavy social comments as most of his films do.",Woody at his best,may agree best found hysterical found pure fun remember political heavy social comments films," POSITIVE,  0.9988388419151306", Positivo,  0.9988388419151306
1119,5.0,True,A3FR9VBY7C3FN,paco,Excellent study of a American Navy pilot and a enemy Japanese Army soldier stranded on a small Pacific island during WWII.  They combat each other with whatever natural weapons that can be found and then realize  their surrival depends on their cooperation.,Hell in the Pacific,excellent study american navy pilot enemy japanese army soldier stranded small pacific island wwii combat whatever natural weapons found realize surrival depends cooperation," POSITIVE,  0.9984265565872192", Positivo,  0.9984265565872192
1120,5.0,False,A1HMBIRR0RJ1NI,JAMES MCCORMICK,"5 Stars = Masterpiece

""Hell in the Pacific"" is one of the greatest movies of it's ilk. Can't even begin to remember the first time I watched it, most likely not long after it was made. A true portrait of two men fighting a war on opposite sides, that only know their on opposite sides, but find out what it is to know your opponent, who may not necessarily be your enemy.

Essential veiwing",The Essence of being Human,stars masterpiece hell pacific one greatest movies ilk ca even begin remember first time watched likely long made true portrait two men fighting war opposite sides know opposite sides find know opponent may necessarily enemy essential veiwing," POSITIVE,  0.9992941617965698", Positivo,  0.9992941617965698
1121,4.0,False,A3H9JSM1SUTE4O,Robin Simmons,"John Boorman's visualizes Robert S. McNamara's eleventh lesson of life and war; i.e., ""...empathize with your enemy to better understand and combat him"" and takes that notion to the extremes in this fabulous, intense movie metaphor.  Two soldiers -- American and Japanese (movie icons Lee Marvin and Toshiro Mifuni) -- stranded on a South Pacific island, determined to fight to the death, instead discover life. A truly great war movie.  And ironically, a greater anti-war movie.",A DEADLY FIGHT REVEALS NEW LIFE,john boorman visualizes robert mcnamara eleventh lesson life war empathize enemy better understand combat takes notion extremes fabulous intense movie metaphor two soldiers american japanese movie icons lee marvin toshiro mifuni stranded south pacific island determined fight death instead discover life truly great war movie ironically greater movie," POSITIVE,  0.9993149042129517", Positivo,  0.9993149042129517
1122,5.0,True,A1S3SN6DLCGJI5,Paul Moortgat,I love the view (and the story) of the island.  It's played by 2 top actors.,Island,love view story island played top actors," POSITIVE,  0.9998652935028076", Positivo,  0.9998652935028076
1123,1.0,False,A1MNUAXPWP8BUJ,mr. contrarian,"I've never seen a worse comedy.  It has a promising idea (that a criminal would fail at every turn) but is so tightly over scripted that you can't even laugh in the wrong places.  There are none of the quirky truthful insights about real life that ""Annie Hall"" later had.  Woody Allen must be an absolutely humorless person.  The only good thing that can be said is that this failure forced him to go in a different direction.",Spectacularly Bad,never seen worse comedy promising idea criminal would fail every turn tightly scripted ca even laugh wrong places none quirky truthful insights real life annie hall later woody allen must absolutely humorless person good thing said failure forced go different direction," NEGATIVE,  0.9989633560180664", Negative,  0.9989633560180664
1124,1.0,False,A26VS586HEMGP5,J. Thadeus Toad,"Played fine on my US Spec Blu Ray player but it is not widescreen, it is only 4:3 letterbox. Wait until the actual blu ray comes out.",Not widescreen-letterbox only.,played fine us spec blu ray player widescreen letterbox wait actual blu ray comes," NEGATIVE,  0.9960185885429382", Negative,  0.9960185885429382
1125,4.0,True,A2I3I5MHCP3WU3,Enzo M.,"This is another, funny interesting comedy from Woody Allen in the vein of his early work. Good stuff. Great comedic style in classic Allen fashion.",Another good one...,another funny interesting comedy woody allen vein early work good stuff great comedic style classic allen fashion," POSITIVE,  0.9998769760131836", Positivo,  0.9998769760131836
1128,4.0,False,A1X054KUYG5V,One-Line Film Reviews,"The Bottom Line:

One of the few films I can name with only two actors, Hell in the Pacific takes two of the world's most forceful actors (Lee Marvin and Toshiro Mifune) and casts them as enemies stranded on the same island in the Pacific with no idea of the other's language; something like the Twilight Zone episode ""Two"" without the romance, Hell in the Pacific is an interesting and unique film.",3 stars out of 4,bottom line one films name two actors hell pacific takes two world forceful actors lee marvin toshiro mifune casts enemies stranded island pacific idea language something like twilight zone episode two without romance hell pacific interesting unique film," POSITIVE,  0.9958198070526123", Positivo,  0.9958198070526123
1131,4.0,True,A1N49TOJZFG48H,Retro nutter,"this is the JOHN BOORMAN i love . the director of ""DELIVERANCE"" and ""THE EMERALD FOREST"" in addition to this excellent and haunting film . in his twin outstanding lead actors , a very thoughtful screenplay and breathtaking photography and direction , it all comes together for me . i withhold the fifth star as i am conflicted about the ending . that was john's artistic choice though . i don't do alternate endings .",another side of a great filmaker,john boorman love director deliverance emerald forest addition excellent haunting film twin outstanding lead actors thoughtful screenplay breathtaking photography direction comes together withhold fifth star conflicted ending john artistic choice though alternate endings," POSITIVE,  0.9996364116668701", Positivo,  0.9996364116668701
1135,5.0,True,A1DJ7NEM06M0EK,A Customer,"Woody Allen's directorial debut, and it's still funnier than many of his later movies.  You know, he tended toward introspection over comedy in later years.  At the time I ordered, this import was the only widescreen version (zone 0) available in north america.  Sure, it has some korean styled packaging, but you still get english audio and subtitles.  The movie itself is is fresh comedy from a guy making a funny movie, not a commercial movie.  Beware, this movie contains prison scenes and carved soap.",I ordered the import to get widescreen,woody allen directorial debut still funnier many later movies know tended toward introspection comedy later years time ordered import widescreen version zone available north america sure korean styled packaging still get english audio subtitles movie fresh comedy guy making funny movie commercial movie beware movie contains prison scenes carved soap," POSITIVE,  0.99314284324646", Positivo,  0.99314284324646
1136,5.0,True,A1DSOF0EK9G06C,Zarathustra,"Take the Money and Run is a very funny Woody Allen comedy released in 1969 between What's Up Tiger Lily? and Bananas. This excellent Korean transfer is the only widescreen version of the film available. There are some extra features available if your Korean is better than mine (non-existent).
If you liked Sleeper and Love and Death, Allen's best early comedies, you will like this one.",An Excellent Early Woody Allen Comedy,take money run funny woody allen comedy released tiger lily bananas excellent korean transfer widescreen version film available extra features available korean better mine liked sleeper love death allen best early comedies like one," POSITIVE,  0.9972645044326782", Positivo,  0.9972645044326782
1140,5.0,True,A2A1AJO2GNTG6W,Mae Tinee,"There is no one better than Woody to portray a schmuck. This poor shlep could not do anything right no matter what. I love Ms. Margolin and her untimely demise is heart breaking. That last scene when he asked ""Do you know if it's raining"" classic Woody.",Poor Virgil,one better woody portray schmuck poor shlep could anything right matter love margolin untimely demise heart breaking last scene asked know raining classic woody," NEGATIVE,  0.9843696355819702", Negative,  0.9843696355819702
